X,Y,Z
220.590155,-333.772539,743.000000
221.745078,-333.772539,743.000000
222.900000,-333.772539,743.000000
224.054922,-333.772539,743.000000
225.209845,-333.772539,743.000000
226.060104,-333.323316,742.000000
227.213472,-333.323316,742.000000
228.674611,-333.772539,743.000000
229.829534,-333.772539,743.000000
230.984456,-333.772539,743.000000
232.139378,-333.772539,743.000000
233.294301,-333.772539,743.000000
234.764767,-334.221762,744.000000
235.921244,-334.221762,744.000000
237.077720,-334.221762,744.000000
238.234197,-334.221762,744.000000
239.712435,-334.670984,745.000000
241.193782,-335.120207,746.000000
242.678238,-335.569430,747.000000
243.839378,-335.569430,747.000000
245.328497,-336.018653,748.000000
246.491192,-336.018653,748.000000
247.984974,-336.467876,749.000000
249.481865,-336.917098,750.000000
250.981865,-337.366321,751.000000
252.484974,-337.815544,752.000000
253.653886,-337.815544,752.000000
254.822798,-337.815544,752.000000
255.991710,-337.815544,752.000000
257.160622,-337.815544,752.000000
257.986010,-337.366321,751.000000
259.498446,-337.815544,752.000000
260.320725,-337.366321,751.000000
261.488083,-337.366321,751.000000
262.305699,-336.917098,750.000000
263.120207,-336.467876,749.000000
263.931606,-336.018653,748.000000
265.094301,-336.018653,748.000000
265.901036,-335.569430,747.000000
266.704663,-335.120207,746.000000
268.223316,-335.569430,747.000000
269.384456,-335.569430,747.000000
270.545596,-335.569430,747.000000
271.706736,-335.569430,747.000000
199.263731,-331.722280,741.000000
200.415544,-331.722280,741.000000
201.567358,-331.722280,741.000000
202.719171,-331.722280,741.000000
204.146114,-332.169948,742.000000
205.299482,-332.169948,742.000000
206.731088,-332.617617,743.000000
207.886010,-332.617617,743.000000
209.040933,-332.617617,743.000000
210.195855,-332.617617,743.000000
211.350777,-332.617617,743.000000
212.505699,-332.617617,743.000000
213.948187,-333.065285,744.000000
215.104663,-333.065285,744.000000
215.970466,-332.617617,743.000000
217.125389,-332.617617,743.000000
218.280311,-332.617617,743.000000
219.435233,-332.617617,743.000000
220.590155,-332.617617,743.000000
221.745078,-332.617617,743.000000
222.900000,-332.617617,743.000000
223.753368,-332.169948,742.000000
224.906736,-332.169948,742.000000
226.060104,-332.169948,742.000000
227.213472,-332.169948,742.000000
228.366839,-332.169948,742.000000
229.520207,-332.169948,742.000000
230.673575,-332.169948,742.000000
231.826943,-332.169948,742.000000
233.294301,-332.617617,743.000000
234.449223,-332.617617,743.000000
235.921244,-333.065285,744.000000
237.077720,-333.065285,744.000000
238.234197,-333.065285,744.000000
239.390674,-333.065285,744.000000
240.547150,-333.065285,744.000000
242.028497,-333.512953,745.000000
243.186528,-333.512953,745.000000
245.000518,-334.408290,747.000000
246.161658,-334.408290,747.000000
247.653886,-334.855959,748.000000
249.149223,-335.303627,749.000000
250.647668,-335.751295,750.000000
252.149223,-336.198964,751.000000
253.316580,-336.198964,751.000000
254.483938,-336.198964,751.000000
255.651295,-336.198964,751.000000
256.818653,-336.198964,751.000000
257.986010,-336.198964,751.000000
259.153368,-336.198964,751.000000
259.974093,-335.751295,750.000000
260.791710,-335.303627,749.000000
261.955959,-335.303627,749.000000
262.768912,-334.855959,748.000000
263.931606,-334.855959,748.000000
264.739896,-334.408290,747.000000
265.545078,-333.960622,746.000000
267.062176,-334.408290,747.000000
267.864249,-333.960622,746.000000
269.023834,-333.960622,746.000000
270.183420,-333.960622,746.000000
271.343005,-333.960622,746.000000
272.502591,-333.960622,746.000000
273.662176,-333.960622,746.000000
274.821762,-333.960622,746.000000
276.351295,-334.408290,747.000000
196.694301,-330.124352,740.000000
197.844560,-330.124352,740.000000
198.994819,-330.124352,740.000000
200.145078,-330.124352,740.000000
201.295337,-330.124352,740.000000
202.445596,-330.124352,740.000000
203.870984,-330.570466,741.000000
205.299482,-331.016580,742.000000
206.452850,-331.016580,742.000000
207.886010,-331.462694,743.000000
209.040933,-331.462694,743.000000
210.195855,-331.462694,743.000000
211.350777,-331.462694,743.000000
212.505699,-331.462694,743.000000
213.660622,-331.462694,743.000000
214.815544,-331.462694,743.000000
215.970466,-331.462694,743.000000
217.125389,-331.462694,743.000000
218.280311,-331.462694,743.000000
219.139896,-331.016580,742.000000
220.293264,-331.016580,742.000000
221.148187,-330.570466,741.000000
222.300000,-330.570466,741.000000
223.451813,-330.570466,741.000000
224.300518,-330.124352,740.000000
225.755440,-330.570466,741.000000
226.907254,-330.570466,741.000000
228.059067,-330.570466,741.000000
229.520207,-331.016580,742.000000
230.673575,-331.016580,742.000000
231.826943,-331.016580,742.000000
232.980311,-331.016580,742.000000
234.449223,-331.462694,743.000000
235.604145,-331.462694,743.000000
236.759067,-331.462694,743.000000
237.913990,-331.462694,743.000000
239.068912,-331.462694,743.000000
240.547150,-331.908808,744.000000
241.703627,-331.908808,744.000000
243.186528,-332.354922,745.000000
244.344560,-332.354922,745.000000
245.832124,-332.801036,746.000000
247.322798,-333.247150,747.000000
248.816580,-333.693264,748.000000
250.313472,-334.139378,749.000000
251.813472,-334.585492,750.000000
252.979275,-334.585492,750.000000
254.483938,-335.031606,751.000000
255.651295,-335.031606,751.000000
256.476684,-334.585492,750.000000
257.642487,-334.585492,750.000000
258.463212,-334.139378,749.000000
259.627461,-334.139378,749.000000
260.791710,-334.139378,749.000000
261.606218,-333.693264,748.000000
262.768912,-333.693264,748.000000
263.578756,-333.247150,747.000000
264.385492,-332.801036,746.000000
265.545078,-332.801036,746.000000
266.704663,-332.801036,746.000000
267.864249,-332.801036,746.000000
269.023834,-332.801036,746.000000
270.183420,-332.801036,746.000000
271.343005,-332.801036,746.000000
272.502591,-332.801036,746.000000
273.662176,-332.801036,746.000000
274.821762,-332.801036,746.000000
275.981347,-332.801036,746.000000
277.140933,-332.801036,746.000000
278.300518,-332.801036,746.000000
194.393782,-328.974093,740.000000
195.544041,-328.974093,740.000000
196.428497,-328.529534,739.000000
197.577202,-328.529534,739.000000
198.994819,-328.974093,740.000000
200.145078,-328.974093,740.000000
201.295337,-328.974093,740.000000
202.445596,-328.974093,740.000000
203.595855,-328.974093,740.000000
205.022798,-329.418653,741.000000
206.452850,-329.863212,742.000000
207.606218,-329.863212,742.000000
209.040933,-330.307772,743.000000
210.195855,-330.307772,743.000000
211.350777,-330.307772,743.000000
212.505699,-330.307772,743.000000
213.660622,-330.307772,743.000000
214.815544,-330.307772,743.000000
215.970466,-330.307772,743.000000
217.125389,-330.307772,743.000000
217.986528,-329.863212,742.000000
218.844560,-329.418653,741.000000
219.996373,-329.418653,741.000000
221.148187,-329.418653,741.000000
222.000000,-328.974093,740.000000
223.150259,-328.974093,740.000000
224.300518,-328.974093,740.000000
225.450777,-328.974093,740.000000
226.601036,-328.974093,740.000000
228.059067,-329.418653,741.000000
229.210881,-329.418653,741.000000
230.362694,-329.418653,741.000000
231.826943,-329.863212,742.000000
232.980311,-329.863212,742.000000
234.133679,-329.863212,742.000000
235.604145,-330.307772,743.000000
236.759067,-330.307772,743.000000
237.913990,-330.307772,743.000000
239.068912,-330.307772,743.000000
240.223834,-330.307772,743.000000
241.378756,-330.307772,743.000000
242.533679,-330.307772,743.000000
244.344560,-331.196891,745.000000
245.502591,-331.196891,745.000000
246.991710,-331.641451,746.000000
248.483938,-332.086010,747.000000
250.313472,-332.975130,749.000000
251.477720,-332.975130,749.000000
252.641969,-332.975130,749.000000
253.806218,-332.975130,749.000000
254.970466,-332.975130,749.000000
256.134715,-332.975130,749.000000
256.955440,-332.530570,748.000000
258.463212,-332.975130,749.000000
259.280829,-332.530570,748.000000
260.443523,-332.530570,748.000000
261.256477,-332.086010,747.000000
262.066321,-331.641451,746.000000
263.225907,-331.641451,746.000000
264.385492,-331.641451,746.000000
265.545078,-331.641451,746.000000
266.704663,-331.641451,746.000000
267.864249,-331.641451,746.000000
269.023834,-331.641451,746.000000
270.183420,-331.641451,746.000000
271.343005,-331.641451,746.000000
272.502591,-331.641451,746.000000
273.662176,-331.641451,746.000000
274.821762,-331.641451,746.000000
275.981347,-331.641451,746.000000
277.140933,-331.641451,746.000000
278.300518,-331.641451,746.000000
279.460104,-331.641451,746.000000
280.243523,-331.196891,745.000000
281.401554,-331.196891,745.000000
282.559585,-331.196891,745.000000
193.243523,-327.823834,740.000000
194.393782,-327.823834,740.000000
195.279793,-327.380829,739.000000
196.428497,-327.380829,739.000000
197.844560,-327.823834,740.000000
198.994819,-327.823834,740.000000
199.874611,-327.380829,739.000000
201.023316,-327.380829,739.000000
202.172021,-327.380829,739.000000
203.595855,-327.823834,740.000000
204.746114,-327.823834,740.000000
206.174611,-328.266839,741.000000
207.606218,-328.709845,742.000000
208.759585,-328.709845,742.000000
210.195855,-329.152850,743.000000
211.350777,-329.152850,743.000000
212.505699,-329.152850,743.000000
213.660622,-329.152850,743.000000
214.815544,-329.152850,743.000000
215.970466,-329.152850,743.000000
216.833161,-328.709845,742.000000
217.692746,-328.266839,741.000000
218.844560,-328.266839,741.000000
219.699482,-327.823834,740.000000
220.849741,-327.823834,740.000000
222.000000,-327.823834,740.000000
223.150259,-327.823834,740.000000
224.300518,-327.823834,740.000000
225.450777,-327.823834,740.000000
226.601036,-327.823834,740.000000
227.751295,-327.823834,740.000000
229.210881,-328.266839,741.000000
230.362694,-328.266839,741.000000
231.826943,-328.709845,742.000000
232.980311,-328.709845,742.000000
234.133679,-328.709845,742.000000
235.604145,-329.152850,743.000000
236.759067,-329.152850,743.000000
237.913990,-329.152850,743.000000
239.068912,-329.152850,743.000000
240.223834,-329.152850,743.000000
241.378756,-329.152850,743.000000
242.533679,-329.152850,743.000000
244.016580,-329.595855,744.000000
245.502591,-330.038860,745.000000
246.660622,-330.038860,745.000000
248.483938,-330.924870,747.000000
249.645078,-330.924870,747.000000
251.141969,-331.367876,748.000000
252.641969,-331.810881,749.000000
253.467358,-331.367876,748.000000
254.630052,-331.367876,748.000000
255.792746,-331.367876,748.000000
256.955440,-331.367876,748.000000
257.773057,-330.924870,747.000000
258.934197,-330.924870,747.000000
260.095337,-330.924870,747.000000
260.906736,-330.481865,746.000000
262.066321,-330.481865,746.000000
263.225907,-330.481865,746.000000
264.031088,-330.038860,745.000000
265.189119,-330.038860,745.000000
266.347150,-330.038860,745.000000
267.864249,-330.481865,746.000000
269.023834,-330.481865,746.000000
270.183420,-330.481865,746.000000
271.343005,-330.481865,746.000000
272.502591,-330.481865,746.000000
273.662176,-330.481865,746.000000
274.821762,-330.481865,746.000000
275.981347,-330.481865,746.000000
277.140933,-330.481865,746.000000
278.300518,-330.481865,746.000000
279.085492,-330.038860,745.000000
279.867358,-329.595855,744.000000
281.023834,-329.595855,744.000000
282.180311,-329.595855,744.000000
283.336788,-329.595855,744.000000
284.875648,-330.038860,745.000000
192.093264,-326.673575,740.000000
192.982383,-326.232124,739.000000
194.131088,-326.232124,739.000000
195.279793,-326.232124,739.000000
196.428497,-326.232124,739.000000
197.309845,-325.790674,738.000000
198.725907,-326.232124,739.000000
199.874611,-326.232124,739.000000
201.023316,-326.232124,739.000000
202.172021,-326.232124,739.000000
203.320725,-326.232124,739.000000
204.746114,-326.673575,740.000000
205.896373,-326.673575,740.000000
207.326425,-327.115026,741.000000
208.759585,-327.556477,742.000000
209.912953,-327.556477,742.000000
211.066321,-327.556477,742.000000
212.219689,-327.556477,742.000000
213.373057,-327.556477,742.000000
214.526425,-327.556477,742.000000
215.679793,-327.556477,742.000000
216.540933,-327.115026,741.000000
217.692746,-327.115026,741.000000
218.844560,-327.115026,741.000000
219.699482,-326.673575,740.000000
220.849741,-326.673575,740.000000
222.000000,-326.673575,740.000000
223.150259,-326.673575,740.000000
224.300518,-326.673575,740.000000
225.450777,-326.673575,740.000000
226.601036,-326.673575,740.000000
228.059067,-327.115026,741.000000
229.210881,-327.115026,741.000000
230.362694,-327.115026,741.000000
231.826943,-327.556477,742.000000
232.980311,-327.556477,742.000000
234.133679,-327.556477,742.000000
235.604145,-327.997927,743.000000
236.759067,-327.997927,743.000000
237.913990,-327.997927,743.000000
239.068912,-327.997927,743.000000
240.223834,-327.997927,743.000000
241.378756,-327.997927,743.000000
242.533679,-327.997927,743.000000
244.016580,-328.439378,744.000000
245.173057,-328.439378,744.000000
246.329534,-328.439378,744.000000
248.151295,-329.322280,746.000000
249.310881,-329.322280,746.000000
250.806218,-329.763731,747.000000
251.967358,-329.763731,747.000000
253.128497,-329.763731,747.000000
254.289637,-329.763731,747.000000
255.450777,-329.763731,747.000000
256.611917,-329.763731,747.000000
257.427979,-329.322280,746.000000
258.587565,-329.322280,746.000000
259.398964,-328.880829,745.000000
260.556995,-328.880829,745.000000
261.715026,-328.880829,745.000000
262.873057,-328.880829,745.000000
264.031088,-328.880829,745.000000
264.833161,-328.439378,744.000000
266.347150,-328.880829,745.000000
267.505181,-328.880829,745.000000
268.663212,-328.880829,745.000000
270.183420,-329.322280,746.000000
271.343005,-329.322280,746.000000
272.502591,-329.322280,746.000000
273.662176,-329.322280,746.000000
274.821762,-329.322280,746.000000
275.981347,-329.322280,746.000000
277.140933,-329.322280,746.000000
277.927461,-328.880829,745.000000
278.710881,-328.439378,744.000000
279.867358,-328.439378,744.000000
281.023834,-328.439378,744.000000
282.180311,-328.439378,744.000000
283.336788,-328.439378,744.000000
284.493264,-328.439378,744.000000
285.649741,-328.439378,744.000000
286.806218,-328.439378,744.000000
189.536269,-325.083420,739.000000
190.426943,-324.643523,738.000000
191.833679,-325.083420,739.000000
192.982383,-325.083420,739.000000
194.131088,-325.083420,739.000000
195.279793,-325.083420,739.000000
196.428497,-325.083420,739.000000
197.577202,-325.083420,739.000000
198.725907,-325.083420,739.000000
199.604145,-324.643523,738.000000
200.751295,-324.643523,738.000000
202.172021,-325.083420,739.000000
203.045596,-324.643523,738.000000
204.469430,-325.083420,739.000000
205.896373,-325.523316,740.000000
207.046632,-325.523316,740.000000
208.196891,-325.523316,740.000000
209.630052,-325.963212,741.000000
210.781865,-325.963212,741.000000
212.219689,-326.403109,742.000000
213.373057,-326.403109,742.000000
214.526425,-326.403109,742.000000
215.389119,-325.963212,741.000000
216.540933,-325.963212,741.000000
217.692746,-325.963212,741.000000
218.549223,-325.523316,740.000000
219.699482,-325.523316,740.000000
220.849741,-325.523316,740.000000
222.300000,-325.963212,741.000000
223.451813,-325.963212,741.000000
224.603627,-325.963212,741.000000
225.755440,-325.963212,741.000000
226.907254,-325.963212,741.000000
228.059067,-325.963212,741.000000
229.210881,-325.963212,741.000000
230.673575,-326.403109,742.000000
231.826943,-326.403109,742.000000
232.980311,-326.403109,742.000000
234.449223,-326.843005,743.000000
235.604145,-326.843005,743.000000
236.759067,-326.843005,743.000000
237.913990,-326.843005,743.000000
239.068912,-326.843005,743.000000
240.223834,-326.843005,743.000000
241.378756,-326.843005,743.000000
242.533679,-326.843005,743.000000
244.016580,-327.282902,744.000000
245.173057,-327.282902,744.000000
246.329534,-327.282902,744.000000
247.818653,-327.722798,745.000000
248.976684,-327.722798,745.000000
250.134715,-327.722798,745.000000
251.630052,-328.162694,746.000000
252.789637,-328.162694,746.000000
253.949223,-328.162694,746.000000
255.108808,-328.162694,746.000000
256.268394,-328.162694,746.000000
257.082902,-327.722798,745.000000
258.240933,-327.722798,745.000000
259.398964,-327.722798,745.000000
260.556995,-327.722798,745.000000
261.363731,-327.282902,744.000000
262.520207,-327.282902,744.000000
263.676684,-327.282902,744.000000
264.833161,-327.282902,744.000000
265.989637,-327.282902,744.000000
267.505181,-327.722798,745.000000
268.663212,-327.722798,745.000000
270.183420,-328.162694,746.000000
271.343005,-328.162694,746.000000
272.502591,-328.162694,746.000000
273.662176,-328.162694,746.000000
274.821762,-328.162694,746.000000
275.981347,-328.162694,746.000000
276.769430,-327.722798,745.000000
277.554404,-327.282902,744.000000
278.710881,-327.282902,744.000000
279.867358,-327.282902,744.000000
280.646114,-326.843005,743.000000
281.801036,-326.843005,743.000000
283.336788,-327.282902,744.000000
284.110881,-326.843005,743.000000
285.649741,-327.282902,744.000000
286.420725,-326.843005,743.000000
287.575648,-326.843005,743.000000
288.730570,-326.843005,743.000000
187.238860,-323.934715,739.000000
188.132642,-323.496373,738.000000
189.536269,-323.934715,739.000000
190.426943,-323.496373,738.000000
191.833679,-323.934715,739.000000
192.982383,-323.934715,739.000000
194.131088,-323.934715,739.000000
195.279793,-323.934715,739.000000
196.428497,-323.934715,739.000000
197.577202,-323.934715,739.000000
198.725907,-323.934715,739.000000
199.874611,-323.934715,739.000000
200.751295,-323.496373,738.000000
201.898446,-323.496373,738.000000
203.045596,-323.496373,738.000000
204.192746,-323.496373,738.000000
205.618135,-323.934715,739.000000
207.046632,-324.373057,740.000000
208.196891,-324.373057,740.000000
209.347150,-324.373057,740.000000
210.497409,-324.373057,740.000000
211.933679,-324.811399,741.000000
213.085492,-324.811399,741.000000
214.237306,-324.811399,741.000000
215.389119,-324.811399,741.000000
216.540933,-324.811399,741.000000
217.692746,-324.811399,741.000000
218.844560,-324.811399,741.000000
219.996373,-324.811399,741.000000
221.148187,-324.811399,741.000000
222.300000,-324.811399,741.000000
223.451813,-324.811399,741.000000
224.603627,-324.811399,741.000000
226.060104,-325.249741,742.000000
226.907254,-324.811399,741.000000
228.366839,-325.249741,742.000000
229.520207,-325.249741,742.000000
230.984456,-325.688083,743.000000
232.139378,-325.688083,743.000000
233.294301,-325.688083,743.000000
234.449223,-325.688083,743.000000
235.604145,-325.688083,743.000000
236.759067,-325.688083,743.000000
237.913990,-325.688083,743.000000
239.068912,-325.688083,743.000000
240.223834,-325.688083,743.000000
241.378756,-325.688083,743.000000
242.533679,-325.688083,743.000000
244.016580,-326.126425,744.000000
245.173057,-326.126425,744.000000
246.329534,-326.126425,744.000000
247.486010,-326.126425,744.000000
248.976684,-326.564767,745.000000
250.134715,-326.564767,745.000000
251.292746,-326.564767,745.000000
252.450777,-326.564767,745.000000
253.608808,-326.564767,745.000000
254.766839,-326.564767,745.000000
255.924870,-326.564767,745.000000
257.082902,-326.564767,745.000000
258.240933,-326.564767,745.000000
259.398964,-326.564767,745.000000
260.207254,-326.126425,744.000000
261.363731,-326.126425,744.000000
262.520207,-326.126425,744.000000
263.676684,-326.126425,744.000000
264.833161,-326.126425,744.000000
265.989637,-326.126425,744.000000
267.146114,-326.126425,744.000000
268.663212,-326.564767,745.000000
269.821244,-326.564767,745.000000
271.343005,-327.003109,746.000000
272.502591,-327.003109,746.000000
273.295337,-326.564767,745.000000
274.453368,-326.564767,745.000000
275.611399,-326.564767,745.000000
276.397927,-326.126425,744.000000
277.554404,-326.126425,744.000000
278.710881,-326.126425,744.000000
279.491192,-325.688083,743.000000
280.646114,-325.688083,743.000000
281.801036,-325.688083,743.000000
282.955959,-325.688083,743.000000
284.110881,-325.688083,743.000000
285.265803,-325.688083,743.000000
286.420725,-325.688083,743.000000
287.575648,-325.688083,743.000000
288.730570,-325.688083,743.000000
289.885492,-325.688083,743.000000
290.648705,-325.249741,742.000000
184.691192,-322.349223,738.000000
185.838342,-322.349223,738.000000
186.985492,-322.349223,738.000000
188.132642,-322.349223,738.000000
189.023316,-321.912435,737.000000
190.426943,-322.349223,738.000000
191.574093,-322.349223,738.000000
192.982383,-322.786010,739.000000
194.131088,-322.786010,739.000000
195.015544,-322.349223,738.000000
196.162694,-322.349223,738.000000
197.309845,-322.349223,738.000000
198.456995,-322.349223,738.000000
199.874611,-322.786010,739.000000
200.751295,-322.349223,738.000000
201.898446,-322.349223,738.000000
203.045596,-322.349223,738.000000
204.192746,-322.349223,738.000000
205.618135,-322.786010,739.000000
207.046632,-323.222798,740.000000
208.196891,-323.222798,740.000000
209.347150,-323.222798,740.000000
210.497409,-323.222798,740.000000
211.933679,-323.659585,741.000000
213.085492,-323.659585,741.000000
214.237306,-323.659585,741.000000
215.389119,-323.659585,741.000000
216.540933,-323.659585,741.000000
217.692746,-323.659585,741.000000
218.844560,-323.659585,741.000000
219.996373,-323.659585,741.000000
221.446632,-324.096373,742.000000
222.600000,-324.096373,742.000000
223.753368,-324.096373,742.000000
224.906736,-324.096373,742.000000
226.060104,-324.096373,742.000000
227.519689,-324.533161,743.000000
228.674611,-324.533161,743.000000
229.829534,-324.533161,743.000000
230.984456,-324.533161,743.000000
232.139378,-324.533161,743.000000
233.294301,-324.533161,743.000000
234.449223,-324.533161,743.000000
235.604145,-324.533161,743.000000
236.759067,-324.533161,743.000000
237.913990,-324.533161,743.000000
239.068912,-324.533161,743.000000
240.223834,-324.533161,743.000000
241.378756,-324.533161,743.000000
242.533679,-324.533161,743.000000
243.688601,-324.533161,743.000000
244.843523,-324.533161,743.000000
245.998446,-324.533161,743.000000
247.486010,-324.969948,744.000000
248.642487,-324.969948,744.000000
249.798964,-324.969948,744.000000
250.955440,-324.969948,744.000000
252.111917,-324.969948,744.000000
253.268394,-324.969948,744.000000
254.424870,-324.969948,744.000000
255.581347,-324.969948,744.000000
256.737824,-324.969948,744.000000
257.894301,-324.969948,744.000000
259.050777,-324.969948,744.000000
260.207254,-324.969948,744.000000
261.012435,-324.533161,743.000000
262.520207,-324.969948,744.000000
263.322280,-324.533161,743.000000
264.833161,-324.969948,744.000000
265.989637,-324.969948,744.000000
267.146114,-324.969948,744.000000
268.302591,-324.969948,744.000000
269.459067,-324.969948,744.000000
270.979275,-325.406736,745.000000
271.772021,-324.969948,744.000000
272.928497,-324.969948,744.000000
274.084974,-324.969948,744.000000
275.241451,-324.969948,744.000000
276.397927,-324.969948,744.000000
277.554404,-324.969948,744.000000
278.336269,-324.533161,743.000000
279.491192,-324.533161,743.000000
280.646114,-324.533161,743.000000
281.421762,-324.096373,742.000000
282.955959,-324.533161,743.000000
283.728497,-324.096373,742.000000
284.881865,-324.096373,742.000000
286.035233,-324.096373,742.000000
287.188601,-324.096373,742.000000
288.341969,-324.096373,742.000000
289.495337,-324.096373,742.000000
290.256995,-323.659585,741.000000
291.408808,-323.659585,741.000000
292.560622,-323.659585,741.000000
183.544041,-321.202073,738.000000
184.440933,-320.766839,737.000000
185.586528,-320.766839,737.000000
186.732124,-320.766839,737.000000
187.877720,-320.766839,737.000000
188.766839,-320.331606,736.000000
190.168912,-320.766839,737.000000
191.314508,-320.766839,737.000000
192.721244,-321.202073,738.000000
193.868394,-321.202073,738.000000
195.015544,-321.202073,738.000000
195.896891,-320.766839,737.000000
197.309845,-321.202073,738.000000
198.456995,-321.202073,738.000000
199.604145,-321.202073,738.000000
200.479275,-320.766839,737.000000
201.898446,-321.202073,738.000000
202.770466,-320.766839,737.000000
204.192746,-321.202073,738.000000
205.339896,-321.202073,738.000000
206.766839,-321.637306,739.000000
207.915544,-321.637306,739.000000
209.347150,-322.072539,740.000000
210.497409,-322.072539,740.000000
