X,Y,Z
30.654093,-139.336788,448.200000
31.350777,-139.336788,448.200000
32.047461,-139.336788,448.200000
32.736839,-139.305699,448.100000
33.440829,-139.336788,448.200000
34.152746,-139.398964,448.400000
34.873057,-139.492228,448.700000
35.586373,-139.554404,448.900000
36.284145,-139.554404,448.900000
36.990155,-139.585492,449.000000
37.679689,-139.554404,448.900000
38.394560,-139.616580,449.100000
39.101347,-139.647668,449.200000
39.790725,-139.616580,449.100000
40.479793,-139.585492,449.000000
41.141036,-139.461140,448.600000
41.829016,-139.430052,448.500000
42.497720,-139.336788,448.200000
43.194404,-139.336788,448.200000
43.891088,-139.336788,448.200000
44.567876,-139.274611,448.000000
45.254145,-139.243523,447.900000
45.950363,-139.243523,447.900000
46.667409,-139.305699,448.100000
47.363938,-139.305699,448.100000
48.060466,-139.305699,448.100000
48.756995,-139.305699,448.100000
-2.798549,-139.227824,450.100000
-2.098446,-139.196891,450.000000
-1.399275,-139.227824,450.100000
-0.699326,-139.165959,449.900000
0.000000,-139.104093,449.700000
0.698860,-139.073161,449.600000
1.397720,-139.073161,449.600000
2.095648,-139.011295,449.400000
2.794197,-139.011295,449.400000
3.495078,-139.104093,449.700000
4.195959,-139.165959,449.900000
4.898549,-139.258756,450.200000
5.599585,-139.289689,450.300000
6.300933,-139.320622,450.400000
7.005699,-139.413420,450.700000
7.704560,-139.382487,450.600000
8.406839,-139.413420,450.700000
9.103368,-139.351554,450.500000
9.801451,-139.320622,450.400000
10.496891,-139.258756,450.200000
11.194197,-139.227824,450.100000
11.888549,-139.165959,449.900000
12.579482,-139.073161,449.600000
13.272435,-139.011295,449.400000
13.967876,-138.980363,449.300000
14.663005,-138.949430,449.200000
15.361244,-138.949430,449.200000
16.052332,-138.887565,449.000000
16.746528,-138.856632,448.900000
17.448187,-138.887565,449.000000
18.150155,-138.918497,449.100000
18.839845,-138.856632,448.900000
19.546321,-138.918497,449.100000
20.244404,-138.918497,449.100000
20.928497,-138.825699,448.800000
21.630933,-138.856632,448.900000
22.333679,-138.887565,449.000000
23.026477,-138.856632,448.900000
23.708394,-138.763834,448.600000
24.389378,-138.671036,448.300000
25.080622,-138.640104,448.200000
25.771554,-138.609171,448.100000
26.468083,-138.609171,448.100000
27.182798,-138.701969,448.400000
27.879793,-138.701969,448.400000
28.576788,-138.701969,448.400000
29.260725,-138.640104,448.200000
29.957409,-138.640104,448.200000
30.654093,-138.640104,448.200000
31.357772,-138.671036,448.300000
32.040311,-138.609171,448.100000
32.736839,-138.609171,448.100000
33.455751,-138.701969,448.400000
34.160363,-138.732902,448.500000
34.880829,-138.825699,448.800000
35.594301,-138.887565,449.000000
36.292228,-138.887565,449.000000
36.990155,-138.887565,449.000000
37.696477,-138.918497,449.100000
38.403109,-138.949430,449.200000
39.101347,-138.949430,449.200000
39.790725,-138.918497,449.100000
40.470777,-138.856632,448.900000
41.150207,-138.794767,448.700000
41.819689,-138.701969,448.400000
42.516684,-138.701969,448.400000
43.194404,-138.640104,448.200000
43.891088,-138.640104,448.200000
44.557927,-138.547306,447.900000
45.244041,-138.516373,447.800000
45.950363,-138.547306,447.900000
46.667409,-138.609171,448.100000
47.363938,-138.609171,448.100000
48.060466,-138.609171,448.100000
48.746114,-138.578238,448.000000
49.442487,-138.578238,448.000000
50.138860,-138.578238,448.000000
-3.499741,-138.589741,450.300000
-2.799171,-138.558964,450.200000
-2.099378,-138.558964,450.200000
-1.399585,-138.558964,450.200000
-0.699171,-138.435855,449.800000
0.000000,-138.466632,449.900000
0.698860,-138.374301,449.600000
1.397720,-138.374301,449.600000
2.096114,-138.343523,449.500000
2.794819,-138.343523,449.500000
3.495855,-138.435855,449.800000
4.197824,-138.528187,450.100000
4.900725,-138.620518,450.400000
5.602073,-138.651295,450.500000
6.302332,-138.651295,450.500000
7.007254,-138.743627,450.800000
7.709689,-138.774404,450.900000
8.406839,-138.712850,450.700000
9.105389,-138.682073,450.600000
9.799275,-138.589741,450.300000
10.496891,-138.558964,450.200000
11.196684,-138.558964,450.200000
11.885907,-138.435855,449.800000
12.585078,-138.435855,449.800000
13.278342,-138.374301,449.600000
13.970984,-138.312746,449.400000
14.666269,-138.281969,449.300000
15.357824,-138.220415,449.100000
16.055907,-138.220415,449.100000
16.753990,-138.220415,449.100000
17.455959,-138.251192,449.200000
18.158238,-138.281969,449.300000
18.856632,-138.281969,449.300000
19.546321,-138.220415,449.100000
20.248912,-138.251192,449.200000
20.942487,-138.220415,449.100000
21.635751,-138.189637,449.000000
22.333679,-138.189637,449.000000
23.016218,-138.097306,448.700000
23.718964,-138.128083,448.800000
24.394819,-138.004974,448.400000
25.091813,-138.004974,448.400000
25.783057,-137.974197,448.300000
26.485803,-138.004974,448.400000
27.188860,-138.035751,448.500000
27.886010,-138.035751,448.500000
28.570415,-137.974197,448.300000
29.260725,-137.943420,448.200000
29.950725,-137.912642,448.100000
30.647254,-137.912642,448.100000
31.350777,-137.943420,448.200000
32.047461,-137.943420,448.200000
32.736839,-137.912642,448.100000
33.440829,-137.943420,448.200000
34.167979,-138.066528,448.600000
34.873057,-138.097306,448.700000
35.594301,-138.189637,449.000000
36.300311,-138.220415,449.100000
36.998394,-138.220415,449.100000
37.704870,-138.251192,449.200000
38.411658,-138.281969,449.300000
39.092642,-138.220415,449.100000
39.790725,-138.220415,449.100000
40.470777,-138.158860,448.900000
41.131865,-138.035751,448.500000
41.819689,-138.004974,448.400000
42.516684,-138.004974,448.400000
43.184767,-137.912642,448.100000
43.881295,-137.912642,448.100000
44.567876,-137.881865,448.000000
45.264249,-137.881865,448.000000
45.970881,-137.912642,448.100000
46.667409,-137.912642,448.100000
47.363938,-137.912642,448.100000
48.049741,-137.881865,448.000000
48.746114,-137.881865,448.000000
49.442487,-137.881865,448.000000
50.127668,-137.851088,447.900000
50.823886,-137.851088,447.900000
51.531606,-137.881865,448.000000
-4.202487,-137.981658,450.600000
-3.502850,-138.012280,450.700000
-2.801036,-137.951036,450.500000
-2.099845,-137.889793,450.300000
-1.399896,-137.889793,450.300000
-0.699482,-137.797927,450.000000
0.000000,-137.767306,449.900000
0.699016,-137.706062,449.700000
1.398031,-137.706062,449.700000
2.095181,-137.583575,449.300000
2.795440,-137.675440,449.600000
3.496632,-137.767306,449.900000
4.196891,-137.797927,450.000000
